Filename,Red_Mean,Green_Mean,Blue_Mean,Blur_Variance,Brightness,Highlight_Ratio,Category_Tags
383_img_.png,95.54,137.7,85.91,24.97,119.17,0.0001,Turbid / High Haze + High Green Density (Algae)
384_img_.png,44.9,160.67,192.85,101.27,129.74,0.0322,Shallow (Sunlit / Caustics)
385_img_.png,43.28,73.67,74.62,168.69,64.68,0.0019,Standard / Moderate
386_img_.png,114.78,149.03,131.89,287.11,136.82,0.0202,Shallow (Sunlit / Caustics)
387_img_.png,42.1,58.5,61.55,103.87,53.94,0,Standard / Moderate
389_img_.png,41.91,103.93,128.5,145.96,88.18,0.0002,Standard / Moderate
391_img_.png,5.33,136.89,182.2,42.81,102.71,0,Turbid / High Haze + Deep Sea (Severe Cast)
3925.png,123.73,136.52,129.36,31.77,131.88,0,Turbid / High Haze
392_img_.png,4.31,81.68,100.4,81.47,60.67,0,Turbid / High Haze + Deep Sea (Severe Cast)
393_img_.png,51.8,167.12,190.69,64.29,135.35,0.011,Turbid / High Haze
3947.png,95.94,123.89,115.43,32.47,114.57,0.0014,Turbid / High Haze
394_img_.png,52.72,129.1,131.47,362.48,106.53,0.0015,Standard / Moderate
395_img_.png,55.19,95.06,105.83,859,84.36,0.0066,Standard / Moderate
39_img_.png,41.06,103.4,124.33,3951.77,87.14,0.0082,Standard / Moderate
3_img_.png,94.14,106.86,142.4,3250.95,107.1,0.0098,Standard / Moderate
4.png,76.32,103.09,121.27,120.67,97.15,0.0333,Shallow (Sunlit / Caustics)
400_img_.png,10.56,49.26,53.65,630.1,38.17,0.0047,Low Illumination
401_img_.png,7.42,67.56,75.42,187.49,50.47,0.0001,Standard / Moderate
402_img_.png,24.5,118.99,143.76,99.07,93.56,0,Turbid / High Haze + Deep Sea (Severe Cast)
403_img_.png,16.56,136.87,192.02,483.12,107.19,0.0036,Deep Sea (Severe Cast)
404_img_.png,35.89,126.76,127.93,251.45,99.73,0.0048,Deep Sea (Severe Cast)
405_img_.png,2.97,149.02,167.68,16.06,107.48,0,Turbid / High Haze + Deep Sea (Severe Cast)
406_img_.png,26.69,182.45,190.96,48.07,136.86,0,Turbid / High Haze + Deep Sea (Severe Cast)
4070.png,60.38,89.73,87.51,20.01,80.7,0,Turbid / High Haze
407_img_.png,3.49,134.62,152.27,20.07,97.41,0,Turbid / High Haze + Deep Sea (Severe Cast)
408_img_.png,53.49,132.32,107.35,306.6,105.91,0.0002,High Green Density (Algae)
409_img_.png,43.73,117.25,132,1166.14,96.95,0.0062,Standard / Moderate
410_img_.png,27.93,56.31,69.36,477.71,49.31,0.0034,Low Illumination
411_img_.png,30.39,116.47,150.11,2079.49,94.56,0.0053,Deep Sea (Severe Cast)
412_img_.png,59,148.01,152.12,421.28,121.85,0.0022,Standard / Moderate
413_img_.png,32.04,77.15,78.88,2391.78,63.86,0.0023,Standard / Moderate
415_img_.png,114.39,160.98,160.61,2035.5,147,0.0063,Standard / Moderate
416_img_.png,35.57,111.42,144.2,289.21,92.47,0.0014,Deep Sea (Severe Cast)
417_img_.png,19.98,119.6,156.07,126.99,93.99,0,Deep Sea (Severe Cast)
418_img_.png,6.64,100.54,115.9,622.68,74.21,0.0009,Deep Sea (Severe Cast)
419_img_.png,4.01,85.35,165.15,80.5,70.12,0,Turbid / High Haze + Deep Sea (Severe Cast)
41_img_.png,61.33,137.69,125.51,543.84,113.46,0.0044,Standard / Moderate
420_img_.png,4.27,98.96,168.17,334.93,78.54,0.0001,Deep Sea (Severe Cast)
421_img_.png,30.54,81.56,121.96,1346.5,70.91,0.0058,Deep Sea (Severe Cast)
422_img_.png,36.56,104.01,126.18,220.72,86.36,0.0132,Deep Sea (Severe Cast)
423_img_.png,11.92,113.78,180,706.11,90.87,0.0013,Deep Sea (Severe Cast)
424_img_.png,81.65,125.84,169.2,4075.27,117.55,0.0112,Standard / Moderate
425_img_.png,34.78,137.31,195.75,146.91,113.32,0,Deep Sea (Severe Cast)
428_img_.png,51.8,116.74,148.55,221.83,100.95,0.0113,Standard / Moderate
429_img_.png,44.35,139.89,167.15,54.27,114.43,0,Turbid / High Haze
42_img_.png,31.62,65.53,57.56,857.07,54.47,0.0027,Standard / Moderate
432_img_.png,83.15,138.03,135.89,17.47,121.37,0.0004,Turbid / High Haze
433_img_.png,50.69,149.28,115.56,495.6,115.95,0,High Green Density (Algae)
435_img_.png,30.22,67.54,131.05,78.32,63.61,0.0001,Turbid / High Haze + Deep Sea (Severe Cast)
436_img_.png,100.29,146.71,97.04,168.09,127.16,0.0242,Shallow (Sunlit / Caustics) + High Green Density (Algae)
437_img_.png,59.48,157.78,152.56,45,127.8,0,Turbid / High Haze
438_img_.png,48.16,172.67,176.58,41.29,135.9,0.0205,Turbid / High Haze + Shallow (Sunlit / Caustics)
439_img_.png,17.85,80.31,97.58,23.8,63.56,0.0001,Turbid / High Haze + Deep Sea (Severe Cast)
43_img_.png,43.25,123.42,138.54,1928.84,101.17,0.0086,Standard / Moderate
440_img_.png,41,177.59,170.32,16.41,135.95,0.0181,Turbid / High Haze
441_img_.png,36.28,155.88,104.56,61.17,114.29,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
442_img_.png,64.02,159.72,131.86,723.66,127.92,0,High Green Density (Algae)
443_img_.png,65.44,141.61,117.12,477.71,116.03,0.0105,High Green Density (Algae)
444_img_.png,112.16,163.43,123.51,55.67,143.55,0.0009,Turbid / High Haze + High Green Density (Algae)
445_img_.png,63.47,147.55,186.81,172.65,126.91,0.0071,Standard / Moderate
446_img_.png,14.65,126.19,170.86,165.13,97.95,0,Deep Sea (Severe Cast)
447_img_.png,61.34,138.34,136.53,56.95,115.1,0.0004,Turbid / High Haze
448_img_.png,43.78,101.21,130.39,1415.84,87.35,0.0123,Standard / Moderate
449_img_.png,60.73,131.94,186.78,735.9,116.9,0.0232,Shallow (Sunlit / Caustics)
44_img_.png,30.9,112.55,144.72,1251.46,91.8,0.0026,Deep Sea (Severe Cast)
450_img_.png,72.72,123.89,135.03,356.78,109.87,0.0166,Standard / Moderate
451_img_.png,81.06,119.65,141.4,284.3,110.58,0.028,Shallow (Sunlit / Caustics)
452_img_.png,46.28,85.55,105.97,6274.77,76.13,0.0011,Standard / Moderate
453_img_.png,104.16,126.64,143.91,101.25,121.88,0.0162,Standard / Moderate
454_img_.png,21.13,43.53,37.55,4.47,36.15,0,Low Illumination + Turbid / High Haze
455_img_.png,34.31,52.35,71.64,41.05,49.17,0,Low Illumination + Turbid / High Haze
457_img_.png,108.77,135.36,140.68,155.84,128.01,0.0533,Shallow (Sunlit / Caustics)
458_img_.png,60.29,136.08,134.77,91.45,113.27,0.0019,Turbid / High Haze
459_img_.png,50.68,142.48,88.41,945.48,108.86,0.0207,Shallow (Sunlit / Caustics) + High Green Density (Algae)
45_img_.png,32.14,132.26,136.78,20.77,102.86,0,Turbid / High Haze + Deep Sea (Severe Cast)
460_img_.png,49.34,118.97,107.67,1760.57,96.86,0.0102,Standard / Moderate
461_img_.png,28.18,100.16,137.3,132.06,82.87,0.0102,Deep Sea (Severe Cast)
462_img_.png,57.38,108.67,124.07,58.07,95.08,0.012,Turbid / High Haze
463_img_.png,87.8,103.13,108.54,2060.68,99.15,0.0029,Standard / Moderate
464_img_.png,71.25,97.29,96.69,992.14,89.43,0.0326,Shallow (Sunlit / Caustics)
465_img_.png,74.19,111.84,152,818.99,105.15,0.0121,Standard / Moderate
466_img_.png,18.97,155.73,193.74,1623.17,119.17,0,Deep Sea (Severe Cast)
467_img_.png,60.22,142.4,142.21,122.34,117.81,0.0026,Standard / Moderate
468_img_.png,34.02,97.47,131.22,1858.75,82.34,0.0007,Deep Sea (Severe Cast)
469_img_.png,151.03,206.39,214.3,31.45,190.73,0.0261,Turbid / High Haze + Shallow (Sunlit / Caustics)
46_img_.png,16.83,92.03,112.89,268.74,71.91,0.0079,Deep Sea (Severe Cast)
470_img_.png,14,157.94,125.15,9.13,111.18,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
471_img_.png,160.92,146.2,70.68,54.78,142,0,Turbid / High Haze
472_img_.png,48.94,87.14,121.45,184.93,79.59,0,Standard / Moderate
473_img_.png,23.54,108.66,113.7,97.39,83.78,0.0176,Turbid / High Haze + Deep Sea (Severe Cast)
476_img_.png,115.55,131.42,107.08,96.16,123.9,0.0008,Turbid / High Haze
477_img_.png,52.43,121.68,112.18,146.67,99.88,0,Standard / Moderate
478_img_.png,38.22,129.03,122.13,209.17,101.08,0.0005,Deep Sea (Severe Cast)
479_img_.png,181.81,212.31,208.96,10.65,202.81,0.1368,Turbid / High Haze + Shallow (Sunlit / Caustics)
480_img_.png,25.1,134.73,139.28,17.76,102.49,0.0002,Turbid / High Haze + Deep Sea (Severe Cast)
481_img_.png,49.69,177.57,171.14,280.75,138.62,0,Standard / Moderate
482_img_.png,69.63,144.1,117,1678.55,118.74,0.0453,Shallow (Sunlit / Caustics) + High Green Density (Algae)
483_img_.png,59.49,99.67,131.85,2371.79,91.32,0.0158,Standard / Moderate
484_img_.png,87.93,157.66,138.53,1741.65,134.61,0.0143,Standard / Moderate
485_img_.png,69.48,107.13,144.73,24.84,100.13,0,Turbid / High Haze
486_img_.png,40.36,133.28,124.49,49.49,104.5,0,Turbid / High Haze
487_img_.png,13.11,77.87,92.99,271.37,60.24,0,Deep Sea (Severe Cast)
488_img_.png,25.11,86.43,101.43,309.9,69.8,0.0015,Deep Sea (Severe Cast)
489_img_.png,26.96,123.1,120.51,64.78,94.05,0.0008,Turbid / High Haze + Deep Sea (Severe Cast)
48_img_.png,103.19,138.92,172.3,621.51,132.01,0.0488,Shallow (Sunlit / Caustics)
490_img_.png,19.99,161.74,184.45,585.12,121.95,0.0046,Deep Sea (Severe Cast)
491_img_.png,70.82,98.18,117.48,279.83,92.21,0.0017,Standard / Moderate
492_img_.png,48.55,118.66,108.99,155.11,96.57,0,Standard / Moderate
493_img_.png,88.96,116.25,137.17,116.58,110.48,0.0005,Standard / Moderate
494_img_.png,97.79,108.4,129.89,61.91,107.68,0.0003,Turbid / High Haze
495_img_.png,58.82,125.31,72.02,121.34,99.34,0,High Green Density (Algae)
496_img_.png,22.61,144.7,138.66,814.16,107.5,0.0037,Deep Sea (Severe Cast)
497_img_.png,68.98,130.18,110.22,1409.88,109.59,0.0184,Standard / Moderate
498_img_.png,5.68,116.01,163.66,304.7,88.43,0,Deep Sea (Severe Cast)
499_img_.png,7.81,107.95,148.04,499,82.56,0.0011,Deep Sea (Severe Cast)
49_img_.png,18.26,94.74,132.4,921.26,76.16,0.002,Deep Sea (Severe Cast)
4_img_.png,86.52,105.72,103.58,970.99,99.74,0.0164,Standard / Moderate
501_img_.png,80.69,177.07,165.5,70.49,146.94,0.0037,Turbid / High Haze
502_img_.png,114.06,120.03,138.41,53.14,120.34,0.0208,Turbid / High Haze + Shallow (Sunlit / Caustics)
503_img_.png,82.68,107.16,141.75,55.55,103.78,0.0012,Turbid / High Haze
504_img_.png,60.03,115.32,132.68,49.29,100.75,0.0004,Turbid / High Haze
505_img_.png,71.18,112.83,147.99,26.13,104.35,0.0001,Turbid / High Haze
506_img_.png,41.74,103.02,117.83,730.01,86.38,0.0261,Shallow (Sunlit / Caustics)
507_img_.png,99.66,137.01,175.67,423.26,130.28,0.0251,Shallow (Sunlit / Caustics)
508_img_.png,113.9,113.25,109.69,110.03,113.03,0.0007,Standard / Moderate
509_img_.png,109.67,123.93,134.8,138.37,120.91,0.006,Standard / Moderate
50_img_.png,34.68,97.74,86.52,164.39,77.58,0.0018,Deep Sea (Severe Cast)
510_img_.png,20.38,135.17,122.32,121.24,99.38,0,Deep Sea (Severe Cast)
511_img_.png,62.96,127.35,178.18,469.3,113.89,0.0088,Standard / Moderate
512_img_.png,86.8,114.14,124.22,1951.61,107.12,0.0045,Standard / Moderate
513_img_.png,132.69,157.46,154.23,1821.74,149.68,0.1207,Shallow (Sunlit / Caustics)
515_img_.png,44.73,129.11,78.9,18.92,98.14,0,Turbid / High Haze + High Green Density (Algae)
516_img_.png,81.33,147.72,119.87,607.64,124.69,0.0024,High Green Density (Algae)
517_img_.png,68.59,109.89,108.98,2532.52,97.44,0.0179,Standard / Moderate
518_img_.png,9.48,177.5,204.12,96.82,130.3,0,Turbid / High Haze + Deep Sea (Severe Cast)
519_img_.png,4.3,120.79,168.93,109.99,91.44,0,Deep Sea (Severe Cast)
51_img_.png,48.35,107.42,84.47,264.67,87.13,0.0032,High Green Density (Algae)
524_img_.png,24.91,131.82,168.42,2154.62,104.03,0.0502,Shallow (Sunlit / Caustics)
526_img_.png,11.51,180.3,190.83,300.72,131.04,0,Deep Sea (Severe Cast)
527_img_.png,62.25,177.3,151.01,526.33,139.91,0.0002,High Green Density (Algae)
528_img_.png,7.21,164.83,171.67,251.39,118.48,0,Deep Sea (Severe Cast)
52_img_.png,78.47,118.18,84.28,312.62,102.44,0.0058,High Green Density (Algae)
530_img_.png,44.42,95.41,116.81,116.5,82.6,0,Standard / Moderate
531_img_.png,126.06,136.1,155.17,17.58,135.28,0.0967,Turbid / High Haze + Shallow (Sunlit / Caustics)
532_img_.png,50.03,102.87,55.51,189.63,81.65,0.0009,High Green Density (Algae)
533_img_.png,54.03,82.74,37.96,108.33,69.04,0,High Green Density (Algae)
534_img_.png,147.84,141.08,77.31,91.42,135.87,0,Turbid / High Haze
535_img_.png,47.97,140.25,92.28,176.52,107.17,0.0291,Shallow (Sunlit / Caustics) + High Green Density (Algae)
536_img_.png,56.65,111.94,107.14,603.34,94.85,0.0034,Standard / Moderate
537_img_.png,51.06,114.27,108.64,502.3,94.72,0.0029,Standard / Moderate
538_img_.png,24.21,125.37,115.75,185.8,94.03,0,Deep Sea (Severe Cast)
539.png,31.93,115.93,92.31,85.8,88.12,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
539_img_.png,31.52,112.54,97.82,966.32,86.63,0.0009,Deep Sea (Severe Cast)
53_img_.png,45.39,54.16,39.93,307.53,49.92,0.0004,Low Illumination
540_img_.png,23.49,117.11,97.54,143.2,86.88,0,Deep Sea (Severe Cast)
541_img_.png,16.6,121.14,108.81,120.26,88.48,0.0003,Deep Sea (Severe Cast)
542_img_.png,22.42,99.2,84.78,334.07,74.58,0.0001,Deep Sea (Severe Cast)
543_img_.png,21.29,138.84,124.54,198.55,102.07,0.0002,Deep Sea (Severe Cast)
544_img_.png,0.99,134.91,136.6,5.88,95.05,0,Turbid / High Haze + Deep Sea (Severe Cast)
545_img_.png,1.01,130.86,134.29,5.7,92.41,0,Turbid / High Haze + Deep Sea (Severe Cast)
546_img_.png,16.41,130.29,127.21,428.91,95.89,0.0001,Deep Sea (Severe Cast)
547_img_.png,54.72,108.44,129.33,180.64,94.74,0.0014,Standard / Moderate
549_img_.png,3.48,134.61,150.36,23.73,97.19,0,Turbid / High Haze + Deep Sea (Severe Cast)
550_img_.png,10.14,122.27,132.04,190.5,89.85,0,Deep Sea (Severe Cast)
551_img_.png,26.03,111.43,96.62,326.91,84.2,0,Deep Sea (Severe Cast)
552_img_.png,34.03,136.87,135.93,126,106.02,0.0014,Deep Sea (Severe Cast)
554_img_.png,65.47,139.02,131.43,318.16,116.16,0.0096,Standard / Moderate
5554.png,92.55,165.97,115.15,15.69,138.21,0.0013,Turbid / High Haze + High Green Density (Algae)
555_img_.png,38.42,110.85,108.64,219.66,88.93,0.0152,Deep Sea (Severe Cast)
556_img_.png,35.64,118.34,123.8,162.04,94.23,0.0363,Shallow (Sunlit / Caustics)
557.png,57.97,60.09,47.21,48.99,57.98,0,Turbid / High Haze
557_img_.png,15.54,117.57,126.13,241.02,88.03,0.0005,Deep Sea (Severe Cast)
558_img_.png,10.14,122.27,132.04,190.5,89.85,0,Deep Sea (Severe Cast)
559.png,53.09,59.41,49.34,56.33,56.37,0,Turbid / High Haze
55_img_.png,95.24,117.7,84.49,766.8,107.19,0.013,High Green Density (Algae)
560_img_.png,30.45,124.12,122.63,320.84,95.94,0.0004,Deep Sea (Severe Cast)
561_img_.png,11.51,124.77,128.68,283.26,91.36,0.0001,Deep Sea (Severe Cast)
562_img_.png,24.31,137.44,141.54,89.32,104.07,0.0079,Turbid / High Haze + Deep Sea (Severe Cast)
563.png,73.07,90.84,90.76,24.74,85.51,0,Turbid / High Haze
563_img_.png,1.66,126.46,127.22,9.5,89.22,0,Turbid / High Haze + Deep Sea (Severe Cast)
564_img_.png,1.56,118.95,134.74,15.4,85.64,0,Turbid / High Haze + Deep Sea (Severe Cast)
566_img_.png,126.34,137.17,139.4,70.77,134.19,0.0056,Turbid / High Haze
567.png,70.4,77.92,71.24,17.61,74.92,0,Turbid / High Haze
567_img_.png,75.1,120.25,87.29,2.65,102.96,0,Turbid / High Haze + High Green Density (Algae)
568_img_.png,76.07,120.96,88.63,2.21,103.84,0,Turbid / High Haze + High Green Density (Algae)
569_img_.png,21.07,129.27,99.99,23.31,93.58,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
56_img_.png,33.55,102.86,85.17,168.29,80.11,0.0006,Deep Sea (Severe Cast)
570_img_.png,71.77,119.32,56.89,65.87,97.97,0,Turbid / High Haze + High Green Density (Algae)
571_img_.png,67.07,116.67,57.19,65.53,95.05,0,Turbid / High Haze + High Green Density (Algae)
572_img_.png,129.43,130.87,125.68,168.39,129.85,0.0079,Standard / Moderate
573_img_.png,83.9,118.47,94.29,5.14,105.36,0,Turbid / High Haze + High Green Density (Algae)
574_img_.png,18.42,131.82,94.48,6.49,93.65,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
575_img_.png,44.28,121.1,75.21,35.05,92.88,0,Turbid / High Haze + High Green Density (Algae)
576_img_.png,74.39,121.97,75.31,51.34,102.4,0,Turbid / High Haze + High Green Density (Algae)
577_img_.png,20.32,131.06,84.3,9.01,92.6,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
578_img_.png,41.38,124.59,97.11,70.65,96.58,0,Turbid / High Haze + High Green Density (Algae)
579_img_.png,43.2,131.73,93.22,15.67,100.86,0,Turbid / High Haze + High Green Density (Algae)
57_img_.png,71.65,133.1,65.34,354.03,106.98,0,High Green Density (Algae)
580_img_.png,29.65,126.09,94.1,8.09,93.59,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
5818.png,93.14,186.11,144.15,4.93,153.52,0.0001,Turbid / High Haze + High Green Density (Algae)
581_img_.png,80.91,144.82,115.84,26.09,122.39,0.0036,Turbid / High Haze + High Green Density (Algae)
582_img_.png,71.89,114.84,121.54,165.46,102.76,0.0019,Standard / Moderate
5830.png,84.25,186.05,148.72,3.61,151.38,0,Turbid / High Haze + High Green Density (Algae)
583_img_.png,51.04,115.02,119.37,1270.37,96.39,0.0003,Standard / Moderate
584_img_.png,83.42,135.84,97.16,48.46,115.74,0.0029,Turbid / High Haze + High Green Density (Algae)
585_img_.png,95.68,130.92,90.46,248.47,115.76,0.0011,High Green Density (Algae)
586_img_.png,36.59,61.48,42.34,101,51.86,0,Standard / Moderate
587_img_.png,83.86,145.56,114.15,267.99,123.51,0.0016,High Green Density (Algae)
588_img_.png,96.53,154.79,117,254.43,133.04,0.0082,High Green Density (Algae)
589_img_.png,94.72,163.66,144.02,49.31,140.79,0.0019,Turbid / High Haze
58_img_.png,70.83,126.95,99.24,348.83,107.01,0.0058,High Green Density (Algae)
590_img_.png,97.17,163.67,134.78,110.81,140.48,0.0178,High Green Density (Algae)
591_img_.png,81.92,135.82,99.56,152.23,115.54,0.0047,High Green Density (Algae)
592_img_.png,79.39,162.51,137.7,36.51,134.82,0,Turbid / High Haze + High Green Density (Algae)
593_img_.png,88.7,163.15,129.01,250.04,136.98,0.0131,High Green Density (Algae)
594_img_.png,88.72,145.38,108.16,360.06,124.18,0.0055,High Green Density (Algae)
595_img_.png,94.5,162.15,119.88,253.31,137.08,0.017,High Green Density (Algae)
596_img_.png,89.35,156.05,121.8,211.45,132.17,0.0021,High Green Density (Algae)
597_img_.png,78.29,164.08,124.47,128.38,133.89,0.0039,High Green Density (Algae)
598.png,48.74,85.31,73.41,54.28,73.01,0,Turbid / High Haze
598_img_.png,92.17,162.68,126.74,123.8,137.48,0.0187,High Green Density (Algae)
599_img_.png,96.64,149.32,118.54,152,130.06,0.002,High Green Density (Algae)
59_img_.png,98.12,124.22,113.08,580.97,115.15,0.047,Shallow (Sunlit / Caustics)
600_img_.png,109.9,156.89,116.81,243.3,138.26,0.0001,High Green Density (Algae)
601_img_.png,108.73,150.71,119.18,229.73,134.55,0.0011,High Green Density (Algae)
602_img_.png,92.65,158.83,122.25,180.34,134.87,0.0021,High Green Density (Algae)
603_img_.png,92.57,147.21,110.97,283.01,126.72,0.0124,High Green Density (Algae)
604_img_.png,81.81,144.68,109.5,185.49,121.85,0,High Green Density (Algae)
605_img_.png,85.98,151.74,118.63,354.42,128.29,0.0001,High Green Density (Algae)
6062.png,139.13,174.73,101.72,16.29,155.77,0.0001,Turbid / High Haze + High Green Density (Algae)
606_img_.png,90.61,154.51,125.17,325.06,132.05,0.0003,High Green Density (Algae)
607_img_.png,55.85,150.5,116.98,19.12,118.39,0,Turbid / High Haze + High Green Density (Algae)
6082.png,91.87,181.71,134,17.84,149.42,0.0028,Turbid / High Haze + High Green Density (Algae)
608_img_.png,75.59,161.75,143.98,42.23,133.96,0,Turbid / High Haze
609_img_.png,88.72,155.5,118.98,212.82,131.36,0.0011,High Green Density (Algae)
60_img_.png,98.69,104.75,85.18,1884.03,100.7,0.0381,Shallow (Sunlit / Caustics)
610_img_.png,72.88,105.8,115.63,455.44,97.07,0.005,Standard / Moderate
611_img_.png,57.23,107.64,121.08,1948.09,94.08,0.0006,Standard / Moderate
612_img_.png,90.72,151.73,116.17,105.95,129.42,0.0003,High Green Density (Algae)
613_img_.png,85.32,158.01,128.8,129.65,132.93,0,High Green Density (Algae)
614_img_.png,93.25,164.66,132.73,185.23,139.65,0.0039,High Green Density (Algae)
615_img_.png,97.96,164.3,133.04,67.18,140.88,0.0236,Turbid / High Haze + Shallow (Sunlit / Caustics) + High Green Density (Algae)
616_img_.png,76.04,139.98,103,84.3,116.63,0,Turbid / High Haze + High Green Density (Algae)
617_img_.png,88.78,155.06,136.84,195.27,133.16,0,Standard / Moderate
618_img_.png,91.66,150.08,111.82,158.16,128.23,0,High Green Density (Algae)
619_img_.png,109.38,159.86,140.23,6.17,142.5,0,Turbid / High Haze
61_img_.png,10.02,154.53,177.56,729.58,113.94,0.01,Deep Sea (Severe Cast)
620_img_.png,83.86,123.1,94.41,19.84,108.08,0,Turbid / High Haze + High Green Density (Algae)
621_img_.png,98.63,139.02,112.01,94.08,123.86,0.0123,Turbid / High Haze + High Green Density (Algae)
622_img_.png,89.55,174.18,173.42,2509.84,148.78,0.1064,Shallow (Sunlit / Caustics)
623_img_.png,109.52,141.39,110.44,129.97,128.31,0.0131,High Green Density (Algae)
625_img_.png,126.82,156.37,116.49,98.53,142.98,0.0881,Turbid / High Haze + Shallow (Sunlit / Caustics) + High Green Density (Algae)
626_img_.png,114.81,145.08,101.33,151.51,131.03,0.0052,High Green Density (Algae)
627_img_.png,87.32,162.97,136.4,25.85,137.31,0,Turbid / High Haze + High Green Density (Algae)
628_img_.png,89.65,149,114.74,247.09,127.33,0.0123,High Green Density (Algae)
629_img_.png,115.09,145.71,116.37,305.29,133.19,0.0044,High Green Density (Algae)
62_img_.png,188.28,203.2,202.78,21.35,198.69,0.075,Turbid / High Haze + Shallow (Sunlit / Caustics)
630_img_.png,83.52,156.58,122.42,197.19,130.82,0.0035,High Green Density (Algae)
631_img_.png,92.45,148.01,113.39,772.38,127.44,0.0114,High Green Density (Algae)
632_img_.png,75.19,92.12,129.43,500.97,91.29,0.0125,Standard / Moderate
633_img_.png,94.27,160.9,129.18,181.83,137.34,0,High Green Density (Algae)
634_img_.png,66.04,145.38,114.47,57.09,118.12,0,Turbid / High Haze + High Green Density (Algae)
635_img_.png,65.41,151.19,126.85,42.41,122.77,0,Turbid / High Haze + High Green Density (Algae)
636_img_.png,93,148.38,108.67,317.16,127.28,0.0092,High Green Density (Algae)
637_img_.png,88.3,141.59,104.4,315.81,121.42,0.0011,High Green Density (Algae)
638_img_.png,93.11,161.72,140.22,42.76,138.72,0,Turbid / High Haze + High Green Density (Algae)
639_img_.png,98,127.47,87.92,133.5,114.15,0,High Green Density (Algae)
63_img_.png,40.59,83.68,103.19,1317.1,73.03,0.0002,Standard / Moderate
640_img_.png,80.67,163.62,133.56,42.12,135.35,0.0007,Turbid / High Haze + High Green Density (Algae)
641_img_.png,82.46,152.78,131.74,36.44,129.34,0,Turbid / High Haze + High Green Density (Algae)
642_img_.png,95.14,162.92,121.51,137.92,137.91,0,High Green Density (Algae)
645_img_.png,59.8,136.16,114.74,259.57,110.89,0.0063,High Green Density (Algae)
646_img_.png,56.09,125.02,107.15,286.85,102.37,0.0061,Standard / Moderate
647_img_.png,78.66,112.96,120.72,71.1,103.6,0.0033,Turbid / High Haze
648_img_.png,71.89,114.84,121.54,165.46,102.76,0.0019,Standard / Moderate
649_img_.png,72.54,119.24,82.4,398.73,101.07,0.0055,High Green Density (Algae)
64_img_.png,80.95,139.02,141.31,462.59,121.92,0.0248,Shallow (Sunlit / Caustics)
650_img_.png,2.13,74.15,95.48,129.93,55.03,0.001,Deep Sea (Severe Cast)
651.png,71.67,98.01,89.07,122.89,89.12,0.0134,Standard / Moderate
651_img_.png,32.76,73.58,103.38,1700.66,64.74,0.0079,Deep Sea (Severe Cast)
652_img_.png,35.88,138.01,129.31,292.91,106.48,0.0014,Deep Sea (Severe Cast)
653_img_.png,55.17,131.6,115.23,933.41,106.88,0.0026,Standard / Moderate
654_img_.png,4.69,135.54,137.76,21.06,96.67,0,Turbid / High Haze + Deep Sea (Severe Cast)
655_img_.png,6.86,142.81,161.71,104.22,104.32,0.0012,Deep Sea (Severe Cast)
656_img_.png,105.93,204.99,163.25,18.05,170.65,0.0079,Turbid / High Haze + High Green Density (Algae)
657_img_.png,44.58,137.9,128.78,350.58,108.95,0.0125,Standard / Moderate
658_img_.png,53.69,171.19,103.67,26.48,128.36,0.0001,Turbid / High Haze + High Green Density (Algae)
659_img_.png,4.53,140.6,170.03,88.2,103.27,0,Turbid / High Haze + Deep Sea (Severe Cast)
65_img_.png,79.81,117.46,142.74,3043.91,109.08,0.0172,Standard / Moderate
660_img_.png,122.76,177.99,181.85,29.33,161.9,0.0558,Turbid / High Haze + Shallow (Sunlit / Caustics)
661_img_.png,103.38,112.33,141.84,351.44,113.02,0.1203,Shallow (Sunlit / Caustics)
662_img_.png,40.89,110.62,108.9,60.07,89.59,0,Turbid / High Haze
663_img_.png,3.78,109.81,84.51,29.44,75.21,0,Turbid / High Haze + High Green Density (Algae) + Deep Sea (Severe Cast)
666_img_.png,15.77,74.36,98.03,23.33,59.52,0,Turbid / High Haze + Deep Sea (Severe Cast)
668_img_.png,15.61,127.22,152.03,15.08,96.68,0,Turbid / High Haze + Deep Sea (Severe Cast)
670_img_.png,9.67,93.62,107.23,20.6,70.05,0,Turbid / High Haze + Deep Sea (Severe Cast)
672_img_.png,12.79,97.81,113.33,77.03,74.16,0,Turbid / High Haze + Deep Sea (Severe Cast)
673_img_.png,56.92,117.57,131.18,258.31,100.99,0.0647,Shallow (Sunlit / Caustics)
674_img_.png,77.83,125.08,139.6,345.54,112.61,0.0123,Standard / Moderate
675_img_.png,81.28,119.72,154.02,295.25,112.13,0.0116,Standard / Moderate
676_img_.png,55,90.65,112.72,2505.77,82.5,0.016,Standard / Moderate
677_img_.png,99.08,123.28,143.37,1236.32,118.33,0.0412,Shallow (Sunlit / Caustics)
